Text,labels
"உழுது பூமியில ரத்தம் சிந்தி அரிசிய அனுப்புற ஒவ்வொரு  ஜீவனக்கும் ,   'இந்த நாடு நல்லா இருகனும்னு உழைக்கிற ஒவ்வொரு தொழிலாளிக்கும் ,   எல்லாதையும் தட்டி கேக்குற உரிமை இருக்கு , semma super.",Non-sarcastic
பணக்கார பெண்ணை திருமணம் செய்து சிறப்பாக செட்டிலாக நினைத்த ஆண் மகன்களுக்கு செருப்படி சமர்ப்பணம் வீரபாகுதேவர் வம்சத்தின் வாழ்த்துக்கள்,Non-sarcastic
Kevalama ilaya... Jaathi pera soli comment podrathu... Thirunthunga da,Non-sarcastic
"Naama kulicha yeri engada, adhu mela tha nadandhu poitu irukom",Non-sarcastic
Vera level yapo movie varum jayamravi awesome,Non-sarcastic
திரௌபதி இந்த காலத்தின் கட்டாயம். எல்லோரும் பார்க்க வேண்டிய படம். வெற்றி நிச்சயம். பெண் பிள்ளைகள் பாதுகாக்க படவேண்டும். நன்றி மோகன் ஜி,Non-sarcastic
Dai mokka vetri Mara unaku yethrathamanna kathaiyee eduka theriyatha!?,Non-sarcastic
Vaga vagaaa 90's kids'laam like'a aluthitu ponga....,Non-sarcastic
ப.ரஞ்சித் அவர்களே இனி உன் சமூக படம் வேலைக்குஆகாது..,Non-sarcastic
98K left for 600K likes,Non-sarcastic
0.42 bgm vera level gvp.....Vetri maaran no words,Non-sarcastic
மனிரத்னம் படமா  எப்படியும் 100'ல 99 மொக்கையா தான் இருக்கும்  இது எப்படி இருக்குனு பாப்போம்,Non-sarcastic
தல மாஸ் ப்பா செம மோட்டிவேஷன்  தல லவ் uuuuuuuu,Non-sarcastic
Waiting to see Darling Rakul in a never seen before POWERFUL ANDAAZHit like for Rakul,Non-sarcastic
"Kv Anand,Harris jayaraj, Suriya combo",Non-sarcastic
எப்படியோ தளபதி fans-ஐ காண்டு ஏத்தாம  impress பண்ணிட்டீங்க... போடா நீ போளச்சிப்ப...,Non-sarcastic
Joaquin Phoenix: Am I a joke to you,Non-sarcastic
Marana Mass Nadippin Naayagan SURIYA ...,Non-sarcastic
"“Adha vida koduma kaanama pona crush correct a kalyanathuku apram kannu munadi vandhu ninna, enda avasara pattu kalyanam pannom nu thonum.” 🤣",Non-sarcastic
Indha padatha eduthuvanukudha jaathi Veri nu patha kizha comment pandravaga kuda apadidha irukaganuga apadi andha jaathi ah veachitu ennadha da pana poringa,Non-sarcastic
Vedha 2.0 fans hit like 🤟,Non-sarcastic
Thala fans like ka adichi thookunga,Sarcastic
kya yaar budho KO war film me le rage hain,Non-sarcastic
Waiting telugu.. Because Sai Pallavi... I want to meet you darling Sai Pallavi,Non-sarcastic
Ayyyooo semmaaa teaser ayan-2 mathiri irukku,Non-sarcastic
என்னடா பண்ணி வச்சிருகிக என் தலைவியை.... face பார்த்தால் நக்மா மாதிரி இருக்கு.....,Non-sarcastic
Movie Nalla irukkum nnu Nenaikkura Papom am waiting.......,Non-sarcastic
13 m view  da thala da,Non-sarcastic
Atlee summma  therikka vidditukkar thxs Atlee sir,Sarcastic
Ayyo..alluthu.... Naan chinna vayasula epdi yosuchano adha apdiye patha maari irukku,Sarcastic
1960 la vandha saicovoda copy thana indha saico hero.,Sarcastic
Ioooo thalaiva 15 thadava pathutta sammaiya erukku.... waiting thalaiva....,Non-sarcastic
Talabadiiii !  I am waiting !,Non-sarcastic
"Masterpiece, ippadi than oru political padam irukanum. Visual treat!!",Non-sarcastic
Appadiyellam Nadakathu......Nadakavum koodathu. Yuvan hatsoff bro. Mass BGM for thala by U1.,Non-sarcastic
Again and again........    Watching......,Non-sarcastic
super vijay theri marana waiding pa,Sarcastic
semma va va va Ippa va,Non-sarcastic
Amazing trailer hoping for more likes,Non-sarcastic
Thalaivaaaaaaa           STR....,Non-sarcastic
Bigil illa ma game aa.. . Hahahhaha,Non-sarcastic
இந்து மதம் என்பது ஒருவனை தேவடியாள் மகன் என்கிறது ஒருவனை தாழ்ந்தவன் என்கிறது வந்தேறிநாடோடிகளை உயர்ந்தவன் என்கிறது.இந்தநேரத்தில் மோகன் இப்படி சாதிவெறி அரிப்பெடுத்தபடம் ஏன்?,Non-sarcastic
Average solra alavuku trailer illa naan romba ethir paarten old dialogues repeated.,Sarcastic
So many many many many ....like this,Non-sarcastic
Surya Kerala fans hit like,Non-sarcastic
Do or Die  . . Kro ya mro,Non-sarcastic
Ghibran ku aaagavey padam hit aaganum,Non-sarcastic
வெள்ளாளர் சமுதாயம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்...,Non-sarcastic
Who loves akshay kumar $rajnikanth sir,Non-sarcastic
All best from Chiyaan Vikram die hard fans pakka maran mass Pongal sweet,Non-sarcastic
Sethavan pathi peru ponne pethavan da  நம்முயிர்க்கு மேல மானம் மரியாதை மானம் இழந்தாலே வாழ தெரியாதே....,Non-sarcastic
padam summa pattaya kelapa poguduuu vera level,Non-sarcastic
Teejay fans like here 🥰🤩 I love teejay songs,Non-sarcastic
1999 :padappa-vali now 2019 petta -viswasam,Non-sarcastic
Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan Lalettan,Non-sarcastic
Triler marana mass mogan anna valthukkan,Non-sarcastic
Pora pokka patta darbar ra beat panidum pola,Non-sarcastic
Sillaraigalin  sound  athigama  dan  irukkum...,Sarcastic
Idi kada maku kavalsina Surya cinema. Plzzzz release Telugu version at the same time sir...,Non-sarcastic
Semma ya iruku  Marana waiting  Jayamravi,Non-sarcastic
Just 3k likes needed for 450k likes,Non-sarcastic
Sarkar teaser gave much better results in 24h,Non-sarcastic
கும்மிடிப்பூண்டி ரெட்டியார்கள் சார்பாக இந்த காவியம் மிகப்பெரிய வெற்றி அடைய வாழ்த்துக்கள்,Non-sarcastic
2109 BlockBuster list la kaithi  kandippa varum,Non-sarcastic
any telugu guys  jai ajith.....sema masss da,Non-sarcastic
இந்த மாதிரி கீழ்த்தரமானவங்கள இப்படிதான் கொடுரம கொள்ளனும்...... Super.....,Non-sarcastic
படம் வெற்றி பெற வாழ்த்துகள் மோகன் ஜி bro நாடக காதலுக்கு சொம்பு தூக்கும் திருமா  ரஞ்ஜித்  இவனுகளுக்கு தகுந்த செருப்படி,Non-sarcastic
Idhu summa trailer dhaamma... Main picture innum pakalaye...,Sarcastic
Otha எல்லாரும் அவன் அவன்  சமூகம் சார்பாக படம் வெற்றி பெற வாழ்த்துகளுனு சொல்லுவது தப்பு இல்லை நீங்காளும் இந்தியா வல்லரசு ஆக்க பாடுபடுவதாக ஒரு அய்யா சொல்லிடு பொனார் டா......,Non-sarcastic
Today 5pm... Nadippin Naayagan SURIYA 39 Update... Studio Green .,Non-sarcastic
Vaarungal Pollachi pondra punitha kaathaluku aatharvu kudupom Kadhal seithu kalayanam seibhavargalai Vetuvom🤝,Non-sarcastic
villan ki wajy se movie nhi chaly ge koi dhang ka villan lety.,Non-sarcastic
Thala and Yuvan => Mega Mass !,Non-sarcastic
Ethaana per innaiku intha Teaser aa paathingaaaa,Non-sarcastic
அடங்குனா அடங்க கூடாதுனு எங்கன்னா சொல்லருக்காப்ல ...   சிருத்தை குட்டி 🤣🤣🤣,Non-sarcastic
போராடுர சூழ்நிலை உருவானதே தப்பு தான்... Mass dialogue.,Non-sarcastic
Enna da Telugu padam maariye eduthu vachi irukeenga? Idhu VJS style illaye,Sarcastic
Veveru vayasula antha kadhaloda unarchi edhirpaarpu kurumbuthanam idhellam epdi irukumnu intha padathula nalla terium polaye....love @different stages @different status,Non-sarcastic
Thala vere level nenaikiravage like podunge,Non-sarcastic
I see like video game effects,Non-sarcastic
Sema yeppa release date soluga bro,Non-sarcastic
🤣🤣🤣Maran waiting la panavendam poi saavunga Ajith fans,Sarcastic
Vera level getup last minute super bro,Non-sarcastic
Nadipin Nayagan Suriya die-hard fans hit like button,Non-sarcastic
"elaam mariduchi, Indha kuruvi jump mattum marala :(",Sarcastic
Entrum super star. Rajani sir love you...vijay sethupathi annaaa love yu also,Non-sarcastic
Rajini ah kalaikaratha film la irunthu thookama irukanum semaiya iruku rajini ah otanathu anbumani ramadoss said enaku kalyanam agara apo irunthu sonaru arasiyaluku varuvenu ipa en ponnuku kalyanam airuchu inum athaiye solitu irukarunu,Sarcastic
Ithula ak hero mariye theriyala yennaku     Bad dialogue wishvasam....,Sarcastic
"Ambedkar jaadhi venam madham venanu sonnaru, nalla padichu munnera sonnaru. Indha naainga first point ah mattum yeduthukutu rendavdhu point ah vittutu pengala yepdi kavukardhunu class ku poi kathukuranunga. Thirruttu naingala Ambedkar irundhurndha ungala pathu dhinam dhinam varundhirpaaru. Neengala yenna karumam da.",Non-sarcastic
Ithu you tubula pannitaga pa  this is copy,Non-sarcastic
Haiyya jolly  Night kulla 15 million views thandidum,Non-sarcastic
I am  vijay anna fan. Its amazing. Semma  thala sir.,Non-sarcastic
"1:30 confirm 🤴vanniyar goundar thaan da.. Vijayakanth, Sarathkumar,Kamal kalaththukku aprom enga enaththa paththina Padam varudhu..! vetri perra vaazhthukkal",Non-sarcastic
Who is best  Sk = like  Vijay =cmt,Non-sarcastic
Still in top 50 trending after 5 days,Non-sarcastic
I didnt like it... Its like cartoon movie,Sarcastic
Captain Michael Solli Thandha Viththaya Semmaya Pandringa  Kathir Anna.... Vazhthukkaludan Vijay Anna Bloods..,Non-sarcastic
any loosu pasanga irukangala. trailara kurai solla,Sarcastic
Mass Thalaiva ! Marana Waiting Ponggal ;) !,Sarcastic
