Text,labels
പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ  ഞങ്ങളുടെ swasuttiku കഴിയട്ടെ. വിജയാശംസകൾ നേരുന്നു 🥰🥰🥰🥰,Non-sarcastic
padam kanditt trailer kandvar ivide common  trailer apeshich padam vere lvl,Non-sarcastic
Ee nadante aaradhagan aan enn thala uyrthi thnne prym Ella kalathum........... proud to be a mammukaa fan,Non-sarcastic
trailer polichu ikka Marana mass,Non-sarcastic
മമ്മൂക്ക ദാസേട്ടൻ ലാലേട്ടൻ... ഇവരുടെ ഒക്കെ ഉള്ള ഈ കാലത്തു ജീവിക്കാൻ കഴിഞ്ഞത് ഏതോ ജന്മത്തു ചെയ്ത പുണ്യമാണ്,Non-sarcastic
ചാക്കോച്ചൻ after protest lots ഓഫ്‌ love,Non-sarcastic
ഒരു  മദ്യകുപ്പിയിൽ  എഴുതിയിരിക്കുന്നു  ആരോഗ്യത്തിന് ഹാനികരം   ഒരു സിഗരറ്റ് പാക്കറ്റിൽ എഴുതിയിരിക്കുന്നു  Tobacco causes Cancer  പക്ഷെ ഇതൊന്നും എഴുതാത്ത ഒരു  സാധനമാണ്  ഭക്ഷണം  ആ ഭക്ഷണമാണ്  ശരിക്കും ശരീരത്തിന്  ഹാനികരം  അതാണ്‌ പട്ടാഭിരാമൻ  പറയുന്നതും  കാണൂ മനസിലാക്കു  കേരളത്തിൽ  ആശുപത്രികൾ കൂടാനും  മെഡിക്കൽ സ്റ്റോറുകൾ  കൂടാനും  കാരണം ആര്?  ഉത്തരം അറിയണമെങ്കിൽ  പട്ടാഭിരാമൻ കണ്ടാൽ മതി   സമൂഹത്തിന് ഒരു നല്ല  സന്ദേശം നൽകുന്ന  സിനിമ  അതാണ്‌  പട്ടാഭിരാമൻ  സുരേഷ് പോപ്പുലർ,Non-sarcastic
Raju ettan eghane okke direction Cheyodie hard fan lalettaaa,Non-sarcastic
Trailer avg aakki... preshakare pratheeksha veypikathe pritvii..padam pwoli aayrkm appoo...,Non-sarcastic
Pls ഡിസ്‌ലൈക് അടിക്കുന്ന പ്രമുഖ ഫാൻസ്‌ അടിക്കട്ടെ മാമാങ്കം പൊട്ടിയ വിഷമം അങ്ങനെ എങ്കിലും ഒന്ന് തീർക്കട്ടെ അവരെ sed ആക്കാതെ pls,Non-sarcastic
Luciferinte athrayum eatthilla ninte vatturaja pinna sunny chechie ullathu kondu kaanaaaam,Non-sarcastic
Oru vediyum pukayum mathram ormma und pinne eallam.....,Non-sarcastic
ഇത്രയും  Kidu Teaser ആദ്യമായിട്ട് കാണുവ,Non-sarcastic
E padam polikkum ennuruppullavrkk evide like yit pokam keto....,Non-sarcastic
വെറൈറ്റി ട്രൈലെർ പ്രേതിഷിച്ചു കയറിയത. പക്ഷെ ഇത് ഞെട്ടിച്ചു.എല്ലാവിധ വിജയാശംസകൾ എബ്രിഡ് ഷൈൻ and team,Non-sarcastic
മൂക്കുത്തി സോങ്ങിന്റെ കമന്റ്‌ ബോക്സിൽ ഫുൾ തഗ് ആണെന്നും കേട്ടു  എന്തായാലും പടം ഹിറ്റ്‌ ആകട്ടെ,Sarcastic
ഇതിലെ വില്ലൻ ശ്രീനാഥ് ഭാസി ആണ്,Non-sarcastic
I am കട്ട  waiting for ഒടിയൻ,Non-sarcastic
ഞാനും ഒരു ഫാൻ ആണ് രാജുവേട്ടന്റെയും ലാലേട്ടന്റെയും,Non-sarcastic
Kgf bahubali 2.0.... nammukum oru adar item undennu para...,Non-sarcastic
ഷൈൻ ഒരു രക്ഷയുമില്ല നല്ല വേഷങ്ങൾ കിട്ടട്ടെ,Non-sarcastic
Ellaaa divasavum kaaannunnavarund avar like ady,Non-sarcastic
ഇതിലെ ഹീറോ സുരാജേട്ടൻ ആണെന്ന് തോന്നിയവർ  Like here,Non-sarcastic
വിനീത് ശ്രീനിവാസൻ ഫാൻസ് ആരെങ്കിലും ഉണ്ടോ?? Hit,Non-sarcastic
എത്ര പേര് ശ്രദിച്ചു മമ്മൂക്കക്ക് ഇതിൽ 'സ് ' എന്ന് പറയാൻ ആകില്ല പോലീഫ്,Sarcastic
Views hang aayallo 462k thanne nikkuvw,Non-sarcastic
"Kidu Song .. Dasettan , ikka",Non-sarcastic
Lucifer teaser adipolii.  Ennalum madhura raja teaser kan poitt illengil lose avum,Non-sarcastic
ദൈവം പറഞ്ഞ ഒരു കാര്യത്തിനായി നീണ്ട എട്ട് വർഷം പ്രാർത്ഥിച്ച ലോക പ്രസിദ്ധ സുവിശേഷകൻ റെയ്നാഡ് ബോങ്കെ അനുഭവം ഈ പ്രധാനപ്പെട്ട സാക്ഷ്യം ശ്രദ്ധാപൂർവ്വം കേൾക്കുക !യേശു ക്രിസ്തു നിങ്ങളെ സ്വതന്ത്രരാക്കും !,Non-sarcastic
X-MASS NEW YEAR MEGA OFFER  മുകളിൽ കുടത്തിരിക്കുന്ന ലിങ്ക് ഓപ്പൺ ചെയ്തു subscribe ചെയ്തു ശേഷം കാണുന്ന വീഡിയോ കണ്ട് like ചെയ്തു  താഴെ comment ബോക്സിൽ നിങ്ങളുടെ number ഇടുക   SELECT ചെയ്യുന്ന 10 പേർക്ക് കൈ നിറയെ സമ്മാനം,Non-sarcastic
Padam kand kazhinj trailer kanan vannath njn mathramano,Non-sarcastic
"Dislike adikunna mammunikale, maduraraja teaser poi kaanada oolakale",Non-sarcastic
ഈ പാട്ടിന്റെ പിയാനോ കവർ ഇഷ്ടമാണോ? കേട്ടില്ലേ?,Non-sarcastic
"മെക്സിക്കൻ അപാരത + പ്രേമം( PT സർ, വിമൽ സർ) പിന്നെ ആനന്ദം കുറച്.. ഇത്‌ എനിക്ക് മാത്രം അണ്ണോ തോന്നിയെ? 🤔",Non-sarcastic
ചാക്കോചൻ്റെ കരിയർ ബെസ്റ്റ് മുവി ആയിരിക്കും ഇത്  ശരിക്കു० ത്രില്ലടിപ്പിക്കുന്ന ട്രൈയലർ,Non-sarcastic
Qureshi enn Peru kettvar etra perund?,Non-sarcastic
Auto like  16k views 79k likes,Non-sarcastic
"Eni aa pattukalokke upload cheythu kolamakkalle,orapekhshayanu!!",Non-sarcastic
Ithokke kandit engane dislike adikan thonnunadeeyy,Non-sarcastic
അവൾക്കാണേൽ ഒരോ ദിവസവും ഭംഗി കൂടി വരാ.... 🤣🤣🤣 Kidus,Non-sarcastic
Powli ! ikka fans like adi,Non-sarcastic
"Teaser erangi ela, enit vare dislike adikunu",Non-sarcastic
പാട്ട്   കണ്ടിട്ട് പടം  കണ്ടത് ആരാ 🤘🤘,Non-sarcastic
Pinnem Pinnem Kanuvaaa   Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Sarcastic
മാമാങ്കം കണ്ടവർ ഒന്നു ലൈകികെ അഭിപ്രായവും പറയണേ....,Non-sarcastic
പൊന്നു  2019ഏയ്‌  നിനക്കിതെന്തു  പറ്റി.. മിന്നു ന്ന തെല്ലാം പൊന്നു...,Non-sarcastic
film kande kazhinnitte trailer onnoode kaanumbool ore resam...... shoubin masss........,Non-sarcastic
Sreenath bhasi aanu aaa killer ...,Non-sarcastic
സത്യം പറയണം ഇത് അബ്ദു വേഷം മാറി വന്നതല്ലേ,Sarcastic
"@ 1:03, we can see Odiyan pulimurugan.",Non-sarcastic
അപ്പൊ അടുത്ത ഫഹദിന്റെ ഓട്ടത്തിനുള്ള കട്ട വെയ്റ്റിംഗ്,Non-sarcastic
Maranamass padam....Padam kandittum njan thaa trailer kaanunnu,Non-sarcastic
Olakel varapicha oru avataram annu namuda chank mamangam,Non-sarcastic
Lalettan prithvi combo .... =മരണമാസ്,Non-sarcastic
ettavum polichath bgm aanu .no raksha,Non-sarcastic
ഏത് ട്രൈലറും ടീസറും വന്നാലും കുറ്റം കണ്ടുപിടിക്കുന്നവർ ഇതുവഴി വരാതെ കണ്ടം വഴി ഓടേണ്ടതാണ് ഇത് കുറച്ച് കൂടിയ ഐറ്റം ആണ് മമ്മൂക്ക,Non-sarcastic
മലയാളം ഇന്നും പഴയ നൂറ്റാണ്ടിൽ തന്നെ..  തമിഴിലും തെലുങ്കിലും ഉള്ള  ചരിത്ര സിനിമകളൊക്കെ കാണെടോ..  വൃത്തിയായി പാട്ട് പോലും compose ചെയ്യാൻ അറിയാത്ത ഒരു industry.. 🥴,Sarcastic
vere level movie onnum paryanilla super hit padam shine soubin vare level akki,Non-sarcastic
Tailer pora padam engane akumo entho,Sarcastic
Kandappo  oru  kuliru  keri  mone🤗.  Ningalkkum  vannengil  like  here,Non-sarcastic
The Face of Indian Cinema    Mega Actor Mammookka  അഭിമാനിക്കുന്നു ഇങ്ങനൊരു നടന്റെ ഫാൻ ആയതിൽ   വിമർശിക്കുന്നവർ വിമർശിക്കട്ടെ പക്ഷെ ജീവനുള്ളടത്തോളം കാലം ഞങ്ങൾ ഉണ്ട് വിമർശിക്കുന്നവരെ തല്ലാനല്ല ഈ മനുഷ്യന് വേണ്ടി ഉയിർ കൊടുക്കാൻ,Non-sarcastic
Mohanlal ntey kanninum purikathinum enthu pati ???,Non-sarcastic
mamooka anna ....  powlichu ... i salute my no 1 star,Non-sarcastic
"ഈ song കണ്ടിട്ട് എന്തിനാ കളിയാക്കുന്നത്... he is good... no,  superb he is",Non-sarcastic
Madhura raja trailer thudagu munpe like adichavvar undo  undegill evideyum oru like adicho engane adichu vitto,Non-sarcastic
Ivde kidannu valiya dialogue vidathe ... Theatre il odunna padam poyi kandu nanayi vijayippikkan nokke koothadikaleee,Sarcastic
ooty ai karnataka udan inaika aarpatam,Non-sarcastic
ജോഷി സാറിന്റെ പടം മലയാളിയക്ക് കാണാതിരിക്കാൻ കഴിയുമോ പൊളിയിക്കും,Non-sarcastic
Ejjathi ..  Item.... Lalettanum fansum pwolikmmmmm,Non-sarcastic
Tharikida sabu pora oru kazhchakilla .,Non-sarcastic
അല്ല ഇത് മാമാങ്കത്തിൽ കണ്ട ഞങ്ങടെ ഇക്ക അല്ല ഇത്..... 🤩,Non-sarcastic
2 30 oru rakshum illa poli,Non-sarcastic
Movie kandathine shesham vannavarundengii adiyada oru Madura like,Non-sarcastic
വീണ്ടും വീണ്ടും ട്രൈലെർ കാണാൻ വരുന്നവർ ഉണ്ടോ 210 ചെറ്റകൾ ഡിസ്‌ലൈക് അടിച്ചല്ലോ ദൈവമേ ഏത് ചെറ്റകൾ ആണ് pannakal,Non-sarcastic
അഭിനയിക്കാൻ അറിയുന്ന ഒരുത്തി പോലുല്ലല്ലോ ഈ സിനിമയിൽ 🤣🤣🤣,Sarcastic
Joshi yudae padathinulla aa speed traileril indu. Padathilum njaan athu pratheekshikkunnu,Non-sarcastic
പുത്തൻ പളളി ജോസ്  കാട്ടാളൻ പോറിൻചു  ഫാൻസ് ലൈക്ക് അടിക്ക്,Non-sarcastic
ഈ പടത്തിൽ ഏറ്റവും സൂപ്പർ ഫഹദ് തന്നെ മനോരോഗിയാണെന്ന്. പ്രേക്ഷകർ തിരിച്ചറിഞ്നപ്പോൾ ഉള്ള ഡയലോഗ് എൺതാ മോളെ ഉറങ്ങണ്ടെ സൂപ്പർ അഭിനയം,Non-sarcastic
Mamagam trailer tomorrow kaathirikkunna var undakil like here,Non-sarcastic
BGM Semma    from TamilNadu,Non-sarcastic
THIS DEAL WITH DEVIL ITH ORU POLI POLIKKUM,Non-sarcastic
Monthakonnu koduthu kannadiyeduthu kanichukoduku sire.... Appo kanum mookuthi,Sarcastic
ഇതിലും കിടിലൻ ട്രെയിലർ സ്വപ്നങ്ങളിൽ മാത്രം. Reapet കാണാന്‍ വന്നവർ like അടി.,Non-sarcastic
*ട്രെയ്ലറിൽ തരാൻ സാധിക്കാത്ത കോമഡി ഇട്ടിച്ചായൻ പാട്ടിലൂടെ നമ്മൾക്ക് തന്നു.*🥰 ഈ ഓണം ഇട്ടിച്ചായനും പിള്ളേരും ഇങ്ങെടുത്തു. 🥳,Non-sarcastic
Nammuk oru onnu onnara thriller padam ondenu paranjek,Non-sarcastic
മലയാളത്തിൽ കുറെ ആയി ഒരു ത്രില്ലെർ ഇറങ്ങിയിട്ട് ... ഇതൊരു അഡാർ ഐറ്റം ആയാൽ മതിയായിരുന്നു,Non-sarcastic
ആരെല്ലും ആ മുക്കൂത്തി എടുത്തേല്‍ തിരിച്ച് കൊടുക്കേണ്ടതാണ്,Sarcastic
Padam kalakki...! Kidu njn kandu....! Supr,Non-sarcastic
Vera level trailer. Support from tamil nadu,Non-sarcastic
ട്രയ്ലർ കിടു    മഞ്ജു ചേച്ചി കിക്കിടു    കട്ട വെയ്റ്റിംഗ്,Non-sarcastic
evideyo oru pulimurukan touch..muruka ni thernnedaa,Sarcastic
Luciferine malarthi adikkaan RAJA vannu makkale,Non-sarcastic
10  മിനുട്ട് മേക്കിങ് വീഡിയോ കാണിച്ച് തന്നു.   ഒറ്റ കാര്യം പറയാം.   മാമാങ്കത്തിലൂടെ ഇൻഡസ്ട്രി ഹിറ്റ്‌ അല്ല അവന്റെ അപ്പന്റെ ഹിറ്റ്‌ നമ്മൾ അടിച്ചിരിക്കും,Sarcastic
ithiri ponna commediane ozhivakki selective akoo laletta..,Non-sarcastic
ഞങ്ങളെ പഴയ മഞ്ജു ചേച്ചി തിരിച്ചു വന്നേ....,Non-sarcastic
ShyLock കളക്ഷൻ മാത്രം worldwide നിന്ന് 50 കോടി നേടും എന്ന് ഉറപ്പുള്ളവർ like you  Business കളക്ഷൻ കൂടത,Non-sarcastic
avasanathe aa idi yente ikka polichu  Love you ikka,Non-sarcastic
Onnamathee dukammm tadi illa ennayrrkumm Allkil nokikoo padam irangy kazinjtee nokikoo,Non-sarcastic
ഫഹദ് ഇക്ക ആ ഒറ്റ പേര്,Non-sarcastic
